ID,label
1235,2
1236,0
1237,0
1238,1
1239,1
1240,1
1241,1
1242,1
1243,2
1244,1
1245,2
1246,0
1247,1
1248,1
1249,2
1250,0
1251,1
1252,0
1253,1
1254,2
1255,1
1256,2
1257,0
1258,1
1259,2
1260,1
1261,2
1262,0
1263,0
1264,1
1265,0
1266,2
1267,0
1268,0
1269,1
1270,1
1271,2
1272,0
1273,0
1274,2
1275,0
1276,0
1277,0
1278,1
1279,1
1280,0
1281,0
1282,0
1283,1
1284,0
1285,1
1286,1
1287,1
1288,1
1289,2
1290,1
1291,2
1292,0
1293,0
1294,2
1295,0
1296,2
1297,0
1298,1
1299,2
1300,1
1301,0
1302,1
1303,2
1304,0
1305,1
1306,1
1307,1
1308,0
1309,0
1310,1
1311,1
1312,0
1313,0
1314,0
1315,2
1316,1
1317,0
1318,2
1319,1
1320,1
1321,2
1322,2
1323,1
1324,0
1325,0
1326,0
1327,2
1328,1
1329,0
1330,0
1331,1
1332,0
1333,2
1334,1
1335,0
1336,2
1337,0
1338,1
1339,0
1340,0
1341,2
1342,1
1343,0
1344,2
1345,0
1346,1
1347,2
1348,2
1349,0
1350,0
1351,0
1352,1
1353,2
1354,1
1355,0
1356,1
1357,1
1358,0
1359,1
1360,0
1361,1
1362,0
1363,1
1364,1
1365,1
1366,0
1367,1
1368,0
1369,0
1370,2
1371,1
1372,1
1373,2
1374,1
1375,0
1376,1
1377,2
1378,1
1379,1
1380,1
1381,0
1382,1
1383,2
1384,2
1385,1
1386,0
1387,2
1388,2
1389,0
1390,1
1391,1
1392,0
1393,1
1394,1
1395,1
1396,1
1397,1
1398,0
1399,2
1400,1
1401,1
1402,2
1403,0
1404,0
1405,1
1406,1
1407,0
1408,1
1409,2
1410,1
1411,2
1412,1
1413,0
1414,0
1415,1
1416,2
1417,1
1418,1
1419,2
1420,2
1421,2
1422,2
1423,0
1424,1
1425,1
1426,1
1427,1
1428,0
1429,0
1430,1
1431,1
1432,0
1433,0
1434,0
1435,2
1436,0
1437,1
1438,1
1439,0
1440,2
1441,0
1442,2
1443,1
1444,0
1445,2
1446,2
1447,0
1448,0
1449,2
1450,1
1451,2
1452,1
1453,1
1454,0
1455,1
1456,0
1457,0
1458,0
1459,0
1460,1
1461,2
1462,0
1463,1
1464,1
1465,1
1466,0
1467,1
1468,1
1469,2
1470,2
1471,2
1472,1
1473,2
1474,1
1475,2
1476,0
1477,1
1478,2
1479,1
1480,0
1481,0
1482,2
1483,0
1484,0
1485,2
1486,1
1487,1
1488,1
1489,1
1490,0
1491,0
1492,0
1493,0
1494,1
1495,1
1496,1
1497,1
1498,1
1499,2
1500,0
1501,1
1502,2
1503,0
1504,0
1505,1
1506,1
1507,1
1508,1
1509,0
1510,0
1511,0
1512,2
1513,2
1514,0
1515,2
1516,0
1517,0
1518,2
1519,2
1520,0
1521,2
1522,2
1523,2
1524,2
1525,2
1526,1
1527,1
1528,2
1529,0
1530,0
1531,0
1532,0
1533,1
1534,2
1535,2
1536,0
1537,0
1538,2
1539,2
1540,2
1541,0
1542,2
1543,1
1544,2
1545,2
1546,2
1547,1
1548,0
1549,0
1550,1
1551,1
1552,2
1553,0
1554,0
1555,0
1556,1
1557,2
1558,1
1559,0
1560,1
1561,0
1562,0
1563,1
1564,0
1565,2
1566,1
1567,2
1568,0
1569,2
1570,1
1571,0
1572,1
1573,1
1574,0
1575,1
1576,1
1577,1
1578,0
1579,0
1580,0
1581,2
1582,1
1583,0
1584,1
1585,2
1586,1
1587,0
1588,2
1589,1
1590,1
1591,0
1592,1
1593,2
1594,2
1595,2
1596,0
1597,2
1598,0
1599,1
1600,0
1601,1
1602,1
1603,1
1604,0
1605,0
1606,0
1607,1
1608,1
1609,0
1610,1
1611,0
1612,1
1613,0
1614,2
1615,0
1616,1
1617,0
1618,2
1619,2
1620,2
1621,2
1622,1
1623,0
1624,2
1625,2
1626,0
1627,2
1628,2
1629,1
1630,0
1631,1
1632,0
1633,0
1634,0
1635,1
1636,1
1637,0
1638,0
1639,2
1640,1
1641,1
1642,0
1643,1
1644,0
1645,1
1646,0
1647,2
1648,0
1649,0
1650,1
1651,0
1652,1
1653,0
1654,2
1655,1
1656,0
1657,0
1658,2
1659,0
1660,1
1661,1
1662,0
1663,0
1664,2
1665,1
1666,0
1667,1
1668,1
1669,1
1670,0
1671,0
1672,1
1673,0
1674,1
1675,1
1676,1
1677,0
1678,2
1679,0
1680,1
1681,2
1682,0
1683,2
1684,2
1685,2
1686,1
1687,0
1688,1
1689,2
1690,2
1691,0
1692,1
1693,0
1694,0
1695,1
1696,0
1697,1
1698,2
1699,2
1700,1
1701,1
1702,2
1703,1
1704,2
1705,2
1706,1
1707,0
1708,1
1709,2
1710,0
1711,2
1712,0
1713,0
1714,1
1715,2
1716,2
1717,0
1718,2
1719,1
1720,2
1721,1
1722,0
1723,1
1724,0
1725,0
1726,1
1727,0
1728,1
1729,2
1730,2
1731,1
1732,1
1733,2
1734,0
1735,2
1736,2
1737,1
1738,1
1739,2
1740,1
1741,1
1742,1
1743,1
1744,1
1745,0
1746,0
1747,0
1748,1
1749,0
1750,1
1751,0
1752,0
1753,1
1754,1
1755,1
1756,1
1757,0
1758,2
1759,1
1760,2
1761,0
1762,1
1763,1
1764,1
1765,1
1766,0
1767,1
1768,2
1769,0
1770,2
1771,0
1772,0
1773,1
1774,2
1775,1
1776,1
1777,2
1778,0
1779,0
1780,1
1781,2
1782,1
1783,0
1784,1
1785,2
1786,0
1787,2
1788,0
1789,1
1790,1
1791,2
1792,0
1793,1
1794,1
1795,0
1796,1
1797,2
1798,0
1799,2
1800,0
1801,1
1802,2
1803,0
1804,1
1805,0
1806,0
1807,1
1808,1
1809,1
1810,1
1811,1
1812,0
1813,2
1814,1
1815,0
1816,0
1817,2
1818,0
1819,2
1820,1
1821,1
1822,0
1823,1
1824,0
1825,2
1826,1
1827,1
1828,2
1829,0
1830,0
1831,0
1832,2
1833,0
1834,0
1835,2
1836,1
1837,0
1838,1
1839,1
1840,1
1841,2
1842,1
1843,1
1844,2
1845,1
1846,2
1847,0
1848,0
1849,1
1850,2
1851,2
1852,2
1853,2
1854,2
1855,0
1856,0
1857,2
1858,0
1859,2
1860,2
1861,1
1862,1
1863,0
1864,2
1865,0
1866,0
1867,0
1868,0
1869,1
1870,1
1871,1
1872,0
1873,2
1874,2
1875,1
1876,0
1877,0
1878,1
1879,0
1880,1
1881,2
1882,0
1883,1
1884,1
1885,1
1886,2
1887,1
1888,1
1889,2
1890,1
1891,0
1892,1
1893,0
1894,1
1895,2
1896,1
1897,2
1898,0
1899,0
1900,0
1901,0
1902,2
1903,0
1904,1
1905,1
1906,0
1907,0
1908,0
1909,1
1910,0
1911,1
1912,1
1913,2
1914,1
1915,1
1916,1
1917,0
1918,0
1919,2
1920,2
1921,0
1922,1
1923,1
1924,1
1925,2
1926,1
1927,0
1928,0
1929,2
1930,1
1931,1
1932,0
1933,0
1934,2
1935,1
1936,2
1937,2
1938,1
1939,2
1940,1
1941,2
1942,1
1943,0
1944,2
1945,0
1946,0
1947,1
1948,1
1949,0
1950,0
1951,2
1952,0
1953,1
1954,1
1955,1
1956,2
1957,1
1958,2
1959,2
1960,2
1961,1
1962,0
1963,1
1964,1
1965,2
1966,1
1967,2
1968,1
1969,2
1970,0
1971,0
1972,1
1973,1
1974,2
1975,2
1976,0
1977,0
1978,2
1979,2
1980,0
1981,1
1982,2
1983,1
1984,0
1985,1
1986,2
1987,0
1988,2
1989,0
1990,1
1991,0
1992,2
1993,2
1994,2
1995,2
1996,1
1997,1
1998,1
1999,0
2000,0
2001,0
2002,0
2003,1
2004,0
2005,2
2006,1
2007,1
2008,1
2009,0
2010,0
2011,1
2012,1
2013,0
2014,1
2015,1
2016,0
2017,0
2018,2
2019,0
2020,1
2021,1
2022,2
2023,0
2024,1
2025,1
2026,0
2027,2
2028,2
2029,2
2030,1
2031,0
2032,1
2033,0
2034,0
2035,0
2036,0
2037,0
2038,1
2039,2
2040,1
2041,2
2042,1
2043,0
2044,2
2045,0
2046,2
2047,1
2048,1
2049,2
2050,2
2051,0
2052,2
2053,2
2054,1
2055,0
2056,0
2057,1
2058,2
2059,1
2060,1
2061,1
2062,1
2063,1
2064,2
2065,2
2066,2
2067,0
2068,0
2069,1
2070,2
2071,0
2072,1
2073,0
2074,1
2075,1
2076,0
2077,1
2078,0
2079,1
2080,0
2081,2
2082,0
2083,2
2084,0
2085,1
2086,1
2087,1
2088,0
2089,1
2090,2
2091,0
2092,1
2093,0
2094,2
2095,0
2096,1
2097,2
2098,2
2099,0
2100,0
2101,0
2102,2
2103,1
2104,1
2105,2
2106,0
2107,1
2108,1
2109,1
2110,2
2111,2
2112,0
2113,0
2114,1
2115,0
2116,0
2117,1
2118,2
2119,0
2120,1
2121,0
2122,0
2123,2
2124,2
2125,2
2126,1
2127,0
2128,1
2129,1
2130,0
2131,1
2132,0
2133,0
2134,1
2135,0
2136,0
2137,2
2138,2
2139,2
2140,2
2141,1
2142,1
2143,2
2144,2
2145,1
2146,1
2147,0
2148,0
2149,0
2150,2
2151,1
2152,2
2153,0
2154,2
2155,1
2156,0
2157,1
2158,0
2159,2
2160,2
2161,1
2162,2
2163,0
2164,1
2165,0
2166,0
2167,0
2168,1
2169,1
2170,1
2171,1
2172,2
2173,1
2174,1
2175,1
2176,2
2177,2
2178,0
2179,0
2180,2
2181,1
2182,0
2183,0
2184,2
2185,0
2186,1
2187,1
2188,2
2189,1
2190,1
2191,0
2192,2
2193,1
2194,1
2195,1
2196,0
2197,0
2198,2
2199,2
2200,1
2201,0
2202,1
2203,1
2204,0
2205,1
2206,2
2207,2
2208,1
2209,0
2210,0
2211,1
2212,1
2213,2
2214,2
2215,1
2216,1
2217,0
2218,1
2219,1
2220,0
2221,0
2222,0
2223,0
2224,1
2225,0
2226,0
2227,1
2228,0
2229,1
2230,2
2231,1
2232,0
2233,0
2234,1
2235,0
2236,1
2237,1
2238,2
2239,1
2240,0
2241,2
2242,1
2243,0
2244,2
2245,0
2246,1
2247,2
2248,2
2249,1
2250,1
2251,1
2252,0
2253,0
2254,2
2255,0
2256,2
2257,0
2258,1
2259,0
2260,0
2261,1
2262,1
2263,0
2264,0
2265,0
2266,0
2267,1
2268,0
2269,2
2270,0
2271,1
2272,1
2273,1
2274,1
2275,0
2276,2
2277,0
2278,1
2279,2
2280,1
2281,0
2282,0
2283,0
2284,0
2285,2
2286,0
2287,0
2288,1
2289,0
2290,2
2291,0
2292,2
2293,1
2294,0
2295,0
2296,2
2297,2
2298,0
2299,0
2300,0
2301,2
2302,0
2303,1
2304,0
2305,1
2306,1
2307,0
2308,1
2309,2
2310,1
2311,1
2312,0
2313,1
2314,1
2315,1
2316,0
2317,1
2318,0
2319,2
2320,0
2321,1
2322,0
2323,1
2324,0
2325,0
2326,1
2327,1
2328,0
2329,0
2330,2
2331,1
2332,1
2333,1
2334,1
2335,1
2336,1
2337,1
2338,2
2339,0
2340,2
2341,0
2342,0
2343,0
2344,1
2345,1
2346,1
2347,2
2348,0
2349,1
2350,1
2351,0
2352,1
2353,1
2354,1
2355,2
2356,1
2357,0
2358,0
2359,1
2360,0
2361,1
2362,0
2363,2
2364,1
2365,2
2366,1
2367,1
2368,0
2369,0
2370,1
2371,1
2372,2
2373,0
2374,1
2375,0
2376,1
2377,1
2378,2
2379,1
2380,2
2381,0
2382,1
2383,0
2384,2
2385,2
2386,0
2387,2
2388,1
2389,2
2390,1
2391,1
2392,1
2393,0
2394,1
2395,2
2396,2
2397,1
2398,2
2399,1
2400,1
2401,2
2402,2
2403,2
2404,1
2405,1
2406,0
2407,0
2408,0
2409,0
2410,1
2411,2
2412,2
2413,2
2414,0
2415,1
2416,2
2417,1
2418,1
2419,0
2420,2
2421,0
2422,1
2423,0
2424,0
2425,1
2426,0
2427,2
2428,0
2429,0
2430,1
2431,2
2432,2
2433,2
2434,1
2435,2
2436,2
2437,1
2438,1
2439,0
2440,1
2441,0
2442,1
2443,1
2444,0
2445,2
2446,1
2447,2
2448,0
2449,1
2450,0
2451,0
2452,1
2453,1
2454,2
2455,1
2456,2
2457,1
2458,1
2459,2
2460,1
2461,0
2462,0
2463,2
2464,1
2465,2
2466,2
2467,2
2468,2
2469,2
2470,0
2471,2
2472,0
2473,0
2474,2
2475,2
2476,1
2477,1
2478,1
2479,0
2480,0
2481,1
2482,0
2483,0
2484,1
2485,1
2486,0
2487,1
2488,0
2489,1
2490,2
2491,2
2492,2
2493,1
2494,0
2495,1
2496,1
2497,2
2498,2
2499,2
2500,1
2501,0
2502,0
2503,2
2504,2
2505,1
2506,0
2507,1
2508,0
2509,0
2510,1
2511,2
2512,0
2513,0
2514,0
2515,0
2516,1
2517,2
2518,0
2519,0
2520,1
2521,0
2522,1
2523,2
2524,2
2525,2
2526,1
2527,0
2528,1
2529,2
2530,2
2531,2
2532,0
2533,2
2534,0
2535,1
2536,2
2537,0
2538,0
2539,0
2540,0
2541,1
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,1
2550,0
2551,0
2552,2
2553,1
2554,0
2555,0
2556,0
2557,1
2558,2
2559,0
2560,1
2561,2
2562,0
2563,2
2564,1
2565,1
2566,1
2567,2
2568,1
2569,1
2570,0
2571,2
2572,0
2573,2
2574,1
2575,0
2576,2
2577,2
2578,0
2579,1
2580,0
2581,2
2582,0
2583,0
2584,0
2585,2
2586,2
2587,2
2588,1
2589,0
2590,2
2591,0
2592,1
2593,1
2594,1
2595,1
2596,1
2597,2
2598,1
2599,1
2600,1
2601,0
2602,1
2603,1
2604,1
2605,2
2606,1
2607,2
2608,2
2609,1
2610,2
2611,0
2612,2
2613,2
2614,2
2615,2
2616,1
2617,2
2618,1
2619,1
2620,1
2621,2
2622,0
2623,0
2624,1
2625,2
2626,1
2627,1
2628,2
2629,0
2630,2
2631,0
2632,2
2633,1
2634,0
2635,2
2636,2
2637,1
2638,0
2639,2
2640,0
2641,1
2642,0
2643,0
2644,0
2645,1
2646,0
2647,0
2648,1
2649,0
2650,2
2651,2
2652,0
2653,0
2654,2
2655,1
2656,2
2657,1
2658,2
2659,0
2660,1
2661,1
2662,1
2663,0
2664,2
2665,1
2666,0
2667,1
2668,1
2669,2
2670,0
2671,1
2672,0
2673,0
2674,1
2675,1
2676,2
2677,2
2678,1
2679,2
2680,2
2681,0
2682,0
2683,1
2684,0
2685,1
2686,1
2687,1
2688,1
2689,0
2690,1
2691,0
2692,1
2693,1
2694,2
2695,1
2696,1
2697,0
2698,0
2699,0
2700,1
2701,0
2702,2
2703,2
2704,0
2705,2
2706,1
2707,2
2708,1
2709,2
2710,1
2711,2
2712,1
2713,2
2714,1
2715,0
2716,1
2717,1
2718,0
2719,2
2720,0
2721,2
2722,0
2723,0
2724,2
2725,1
2726,0
2727,0
2728,2
2729,2
2730,2
2731,0
2732,0
2733,2
2734,2
2735,0
2736,0
2737,1
2738,1
2739,2
2740,0
2741,1
2742,2
2743,0
2744,0
2745,2
2746,1
2747,0
2748,1
2749,0
2750,1
2751,1
2752,2
2753,1
2754,0
2755,0
2756,1
2757,0
2758,1
2759,2
2760,0
2761,1
2762,0
2763,0
2764,1
2765,1
2766,1
2767,0
2768,2
2769,1
2770,0
2771,1
2772,1
2773,2
2774,1
2775,2
2776,0
2777,1
2778,2
2779,0
2780,1
2781,1
2782,2
2783,2
2784,2
2785,2
2786,0
2787,2
2788,0
2789,0
2790,1
2791,0
2792,1
2793,2
2794,2
2795,0
2796,0
2797,0
2798,2
2799,0
2800,2
2801,2
2802,0
2803,2
2804,0
2805,2
2806,1
2807,0
2808,2
2809,2
2810,0
2811,2
2812,2
2813,0
2814,0
2815,0
2816,2
2817,2
2818,1
2819,0
2820,0
2821,1
2822,1
2823,1
2824,1
2825,0
2826,2
2827,2
2828,1
2829,0
2830,1
2831,2
2832,2
2833,1
2834,2
2835,0
2836,0
2837,2
2838,0
2839,1
2840,1
2841,1
2842,0
2843,0
2844,0
2845,0
2846,2
2847,2
2848,0
2849,2
2850,1
2851,0
2852,0
2853,1
2854,2
2855,2
2856,1
2857,0
2858,0
2859,2
2860,1
2861,2
2862,0
2863,0
2864,2
2865,0
2866,1
2867,0
2868,1
2869,1
2870,0
2871,2
2872,0
2873,2
2874,0
2875,1
2876,1
2877,0
2878,1
2879,2
2880,0
2881,0
2882,2
2883,1
2884,1
2885,2
2886,2
2887,1
2888,1
2889,2
2890,2
2891,2
2892,1
2893,2
2894,1
2895,0
2896,0
2897,0
2898,2
2899,2
2900,0
2901,2
2902,0
2903,1
2904,1
2905,0
2906,2
2907,1
2908,1
2909,0
2910,2
2911,2
2912,1
2913,1
2914,0
2915,0
2916,1
2917,2
2918,1
2919,2
2920,1
2921,0
2922,0
2923,2
2924,1
2925,0
2926,0
2927,0
2928,2
2929,2
2930,2
2931,2
2932,1
2933,2
2934,0
2935,2
2936,0
2937,2
2938,1
2939,0
2940,1
2941,1
2942,1
2943,1
2944,0
2945,0
2946,0
2947,1
2948,0
2949,1
2950,0
2951,2
2952,1
2953,1
2954,0
2955,2
2956,2
2957,1
2958,2
2959,1
2960,2
2961,2
2962,0
2963,0
2964,0
2965,2
2966,1
2967,1
2968,2
2969,1
2970,1
2971,1
2972,1
2973,2
2974,0
2975,2
2976,1
2977,0
2978,0
2979,2
2980,0
2981,1
2982,1
2983,2
2984,1
2985,1
2986,0
2987,2
2988,0
2989,2
2990,2
2991,0
2992,1
2993,1
2994,2
2995,1
2996,0
2997,1
